wordCount,sentenceCount,ratio,NN,NNP,VBZ,NNPS,NNS,IN,PRP,VB,JJ,VBP,VBG,error,output
241,16,15.0625,44,1,2,0,22,10,12,14,31,11,5,17,4
358,21,17.047619047619047,69,9,1,0,27,15,13,25,25,15,10,39,4
228,13,17.53846153846154,33,3,8,0,34,11,8,13,27,22,6,18,2
296,16,18.5,65,3,10,0,19,20,17,16,29,15,6,13,4
283,11,25.727272727272727,46,4,8,0,27,23,22,16,18,22,9,22,3
291,27,10.777777777777779,52,4,6,0,31,11,8,22,21,9,2,29,4
98,6,16.333333333333332,17,11,0,0,11,6,6,2,7,7,2,24,2
360,23,15.652173913043478,45,7,10,0,32,14,25,22,19,21,12,28,4
212,16,13.25,31,8,4,0,23,11,4,17,18,6,6,39,3
303,25,12.12,48,13,5,0,29,23,14,11,15,16,4,37,3
36,1,36.0,2,0,0,0,9,2,2,2,2,6,0,5,2
51,2,25.5,6,19,1,0,1,4,4,0,2,4,1,23,1
436,41,10.634146341463415,87,56,12,0,45,12,9,13,44,4,5,62,4
217,10,21.7,30,16,4,0,23,7,13,10,28,17,3,42,3
213,12,17.75,21,1,0,0,36,7,12,13,20,16,3,22,4
253,14,18.071428571428573,19,6,2,0,38,8,12,16,37,18,7,15,3
399,26,15.346153846153847,53,5,7,0,32,14,28,25,34,24,7,39,4
516,39,13.23076923076923,68,12,13,1,59,16,48,14,50,38,8,51,4
311,21,14.80952380952381,63,5,9,0,34,14,11,8,32,26,2,27,4
250,12,20.833333333333332,57,14,1,0,18,10,7,13,24,15,4,41,3
379,21,18.047619047619047,55,29,2,0,39,14,10,23,23,10,17,70,4
343,23,14.91304347826087,43,8,11,0,51,13,18,18,40,12,5,32,3
285,13,21.923076923076923,43,10,3,1,31,13,28,20,15,18,7,22,3
302,16,18.875,35,1,3,0,27,15,22,27,30,14,5,27,4
370,24,15.416666666666666,55,7,5,0,59,11,12,14,47,17,2,54,4
287,21,13.666666666666666,41,11,4,0,29,13,26,11,29,12,8,27,4
24,1,24.0,7,0,2,0,0,1,1,1,3,4,0,3,1
370,34,10.882352941176471,66,31,12,0,29,8,22,12,34,17,3,54,4
533,39,13.666666666666666,117,9,18,0,44,22,14,17,61,15,10,60,5
202,22,9.181818181818182,20,4,1,0,35,11,14,7,13,23,5,23,4
371,19,19.526315789473685,70,18,9,0,23,26,13,15,31,14,7,49,5
377,34,11.088235294117647,36,23,6,0,20,10,40,28,35,21,8,69,3
259,23,11.26086956521739,44,0,3,0,11,20,31,6,22,13,7,14,3
140,10,14.0,22,2,5,0,17,6,7,5,20,12,1,3,3
275,16,17.1875,43,14,5,0,16,8,21,16,22,14,5,51,3
380,24,15.833333333333334,58,9,9,0,39,13,19,22,31,23,9,54,5
270,11,24.545454545454547,38,12,2,0,33,8,22,11,23,18,8,40,3
316,26,12.153846153846153,50,5,6,0,31,6,18,17,22,24,7,38,3
399,30,13.3,52,27,9,0,29,10,29,20,29,27,10,57,4
465,35,13.285714285714286,61,44,8,1,50,17,28,16,40,37,6,98,3
549,35,15.685714285714285,82,26,14,0,59,30,21,29,48,24,6,86,4
275,19,14.473684210526315,38,4,6,0,38,15,10,12,38,20,6,33,4
403,32,12.59375,57,9,7,0,58,14,22,20,42,30,12,32,3
379,30,12.633333333333333,41,21,2,0,70,13,12,21,34,37,7,38,3
252,23,10.956521739130435,40,7,5,0,24,7,12,9,17,18,11,20,3
253,11,23.0,39,1,7,0,29,11,12,16,14,25,3,20,3
501,35,14.314285714285715,97,18,5,0,44,17,28,22,37,30,4,74,5
251,18,13.944444444444445,38,5,5,0,29,4,16,19,17,20,8,22,3
587,46,12.76086956521739,100,7,10,0,64,24,28,26,73,38,10,34,4
150,10,15.0,16,3,3,0,27,4,6,7,18,12,2,11,3
188,17,11.058823529411764,21,3,4,0,23,7,12,12,19,11,7,14,3
472,26,18.153846153846153,68,53,6,0,47,24,20,27,32,24,12,72,4
303,16,18.9375,49,24,7,0,25,12,16,19,25,25,4,35,2
328,25,13.12,34,4,4,0,36,18,16,25,30,30,6,42,3
369,20,18.45,61,23,4,0,19,14,28,24,24,18,4,58,3
269,21,12.80952380952381,56,8,1,1,28,7,11,11,36,16,4,31,4
201,16,12.5625,25,16,1,0,18,2,18,8,14,11,3,35,3
376,24,15.666666666666666,70,5,8,0,43,10,13,18,46,14,12,37,4
258,16,16.125,43,5,1,0,16,12,20,17,19,9,4,34,3
429,30,14.3,73,24,2,0,37,25,16,27,56,35,10,34,3
297,30,9.9,47,7,7,0,29,10,22,17,29,13,8,32,4
303,23,13.173913043478262,51,5,4,0,28,9,13,21,28,15,3,45,4
513,28,18.321428571428573,81,11,17,0,56,27,18,29,41,35,14,48,5
426,31,13.741935483870968,65,25,8,0,38,12,20,33,28,20,6,71,6
374,28,13.357142857142858,59,21,10,0,38,12,11,21,41,26,3,44,4
330,25,13.2,43,7,8,0,34,14,21,23,34,15,4,36,3
204,20,10.2,20,6,4,0,37,5,7,17,17,16,2,19,3
200,15,13.333333333333334,30,1,6,0,23,6,9,8,16,13,0,26,3
306,23,13.304347826086957,38,7,3,0,27,13,22,17,34,16,2,39,3
311,24,12.958333333333334,43,3,2,0,33,10,14,35,26,23,8,31,4
273,19,14.368421052631579,47,21,3,0,14,13,13,12,30,11,7,39,3
337,25,13.48,35,17,7,0,42,14,23,22,26,26,18,42,4
300,21,14.285714285714286,55,12,8,0,40,12,7,12,28,20,8,28,4
228,17,13.411764705882353,32,3,4,0,32,13,11,19,15,20,3,18,4
411,34,12.088235294117647,74,8,7,0,53,12,23,24,25,26,10,36,4
452,34,13.294117647058824,63,20,10,0,27,23,34,25,31,26,4,45,4
381,24,15.875,70,12,9,0,45,20,13,25,30,16,11,45,4
346,21,16.476190476190474,69,8,4,0,30,9,16,17,15,28,5,34,3
382,26,14.692307692307692,62,2,4,0,45,14,17,31,28,24,5,13,3
162,11,14.727272727272727,21,3,1,0,18,5,11,17,12,12,0,16,3
431,24,17.958333333333332,59,25,4,0,52,24,16,30,49,29,4,50,4
416,28,14.857142857142858,58,3,13,0,40,18,25,29,39,17,8,51,4
370,21,17.61904761904762,53,18,4,0,56,17,6,15,47,15,3,38,4
329,19,17.31578947368421,64,4,10,0,30,16,14,26,23,18,6,33,4
319,15,21.266666666666666,57,1,5,0,26,19,14,23,26,10,5,31,4
347,22,15.772727272727273,50,5,3,0,34,15,21,19,29,18,4,43,4
398,27,14.74074074074074,55,31,6,0,47,16,19,7,33,30,23,69,4
197,23,8.565217391304348,21,5,0,0,42,2,9,16,22,18,2,10,3
241,17,14.176470588235293,38,1,3,0,28,7,4,15,16,8,6,36,3
249,15,16.6,44,1,5,0,29,9,12,9,17,22,6,20,4
385,28,13.75,74,20,9,0,31,9,15,15,44,10,6,38,4
381,28,13.607142857142858,49,43,6,0,28,10,19,15,37,27,5,89,4
287,23,12.478260869565217,44,5,7,0,29,15,21,16,25,11,5,24,3
299,13,23.0,49,9,5,0,25,7,13,19,24,22,8,60,3
351,25,14.04,53,22,4,1,23,8,23,23,27,24,6,50,4
414,21,19.714285714285715,65,9,8,0,53,11,26,23,42,29,7,35,4
439,24,18.291666666666668,54,25,10,0,69,12,13,23,38,32,11,63,4
511,32,15.96875,76,29,7,0,58,19,16,24,47,29,9,63,4
446,28,15.928571428571429,84,14,12,0,23,17,30,15,36,19,24,63,3
291,19,15.31578947368421,43,35,2,0,7,14,23,17,22,16,13,64,2
171,10,17.1,26,1,3,0,23,2,14,5,21,16,7,7,3
331,28,11.821428571428571,62,5,6,0,52,10,11,17,33,19,6,32,4
217,20,10.85,45,5,5,0,28,8,4,7,16,15,6,19,3
415,24,17.291666666666668,81,7,15,0,52,18,25,21,33,18,2,27,4
190,17,11.176470588235293,29,10,0,0,19,9,8,10,16,8,14,35,4
281,19,14.789473684210526,43,14,11,0,23,11,10,17,25,11,4,37,4
214,15,14.266666666666667,32,3,4,0,32,12,9,11,25,14,4,18,3
254,16,15.875,47,4,5,0,21,13,15,14,26,16,6,25,3
277,19,14.578947368421053,50,14,4,0,36,13,7,13,19,12,3,35,3
303,20,15.15,41,1,8,0,22,14,22,23,27,26,13,27,3
526,33,15.93939393939394,119,24,14,1,52,17,2,19,48,20,14,80,6
335,22,15.227272727272727,45,26,6,0,39,14,9,14,44,15,7,64,4
185,9,20.555555555555557,29,13,0,0,28,5,8,12,21,13,4,30,3
509,27,18.85185185185185,87,21,11,0,47,26,26,18,48,35,14,63,4
67,4,16.75,13,0,3,0,4,3,8,5,4,5,2,5,2
227,19,11.947368421052632,34,13,2,0,19,19,8,17,24,17,5,29,3
336,30,11.2,58,4,7,0,38,14,21,18,24,21,12,23,4
80,6,13.333333333333334,11,1,2,0,9,2,3,4,10,5,2,10,2
247,17,14.529411764705882,39,4,3,0,29,10,8,14,31,16,6,24,4
375,23,16.304347826086957,54,19,8,0,53,13,14,19,31,24,6,58,4
233,13,17.923076923076923,36,20,1,0,25,13,6,13,19,8,4,41,3
200,24,8.333333333333334,25,25,3,0,13,3,9,5,23,11,5,47,3
184,12,15.333333333333334,40,1,6,0,7,8,7,12,21,9,4,19,2
202,18,11.222222222222221,33,15,9,1,17,6,10,6,10,13,9,33,3
121,7,17.285714285714285,15,1,1,0,23,4,7,2,17,10,0,19,3
338,20,16.9,61,11,6,0,33,17,8,16,24,16,5,62,4
93,6,15.5,18,0,1,0,11,4,3,8,8,8,1,12,2
438,34,12.882352941176471,59,6,2,0,48,15,23,24,52,22,6,39,4
381,21,18.142857142857142,63,7,7,0,27,18,17,22,24,25,4,55,4
374,27,13.851851851851851,44,2,5,0,33,20,31,14,32,24,10,38,4
371,29,12.793103448275861,75,4,8,0,32,17,20,21,28,24,6,26,4
349,23,15.173913043478262,61,37,5,0,22,11,15,16,35,13,11,64,4
693,86,8.05813953488372,108,17,18,0,47,32,63,42,54,62,11,74,4
361,30,12.033333333333333,77,38,14,0,18,5,7,13,53,8,3,76,3
232,23,10.08695652173913,22,11,1,0,32,6,13,9,17,14,6,52,3
482,34,14.176470588235293,83,11,9,0,43,19,14,34,53,27,6,47,4
442,30,14.733333333333333,96,10,16,0,35,10,12,11,50,18,14,54,4
239,7,34.142857142857146,57,1,3,0,14,8,14,18,20,18,12,15,2
110,8,13.75,12,1,3,0,10,7,9,9,9,6,3,11,2
626,36,17.38888888888889,125,20,21,1,69,26,18,27,58,35,18,60,4
373,28,13.321428571428571,63,3,5,0,37,11,12,28,33,14,7,25,4
318,22,14.454545454545455,60,10,5,0,48,11,7,8,28,15,5,35,4
140,13,10.76923076923077,19,3,1,0,14,5,11,7,13,11,6,12,2
481,28,17.178571428571427,83,18,17,0,46,16,20,20,38,30,17,63,5
224,21,10.666666666666666,34,2,9,0,22,13,15,12,22,15,4,10,4
274,14,19.571428571428573,37,6,4,0,37,18,21,16,24,29,6,35,3
386,27,14.296296296296296,61,8,10,0,45,13,7,17,45,19,6,51,4
452,29,15.586206896551724,78,4,6,0,66,22,13,20,28,29,8,45,4
310,28,11.071428571428571,32,6,6,0,43,10,23,23,15,23,7,45,3
206,14,14.714285714285714,28,2,6,0,25,15,11,14,17,11,4,21,4
353,26,13.576923076923077,44,24,4,0,40,17,12,20,35,15,14,50,4
297,18,16.5,52,10,3,0,22,14,18,16,31,22,11,45,3
202,15,13.466666666666667,35,0,5,0,18,5,18,15,14,20,5,8,3
180,13,13.846153846153847,21,10,2,0,29,9,8,6,19,20,3,24,3
182,7,26.0,27,6,3,0,19,13,9,12,10,12,4,18,3
206,18,11.444444444444445,26,0,2,0,9,8,27,20,14,18,1,11,3
279,14,19.928571428571427,52,15,10,0,25,13,8,6,26,19,2,40,4
162,7,23.142857142857142,23,4,1,0,28,7,10,7,20,20,4,22,3
193,9,21.444444444444443,40,2,3,0,14,6,11,15,19,12,7,16,3
217,15,14.466666666666667,24,9,5,0,25,11,18,12,23,14,1,20,4
392,32,12.25,34,9,8,0,38,15,24,36,32,21,3,50,4
165,13,12.692307692307692,24,4,5,0,23,10,4,4,16,7,4,15,3
343,17,20.176470588235293,65,1,6,0,28,20,23,16,27,20,4,34,3
202,16,12.625,28,23,6,0,22,7,9,12,15,9,6,34,3
439,32,13.71875,72,30,10,0,49,15,9,15,46,15,15,68,5
138,9,15.333333333333334,20,0,3,0,19,2,6,12,9,10,1,24,3
263,24,10.958333333333334,44,9,7,0,28,18,25,18,16,19,2,27,3
451,41,11.0,89,22,11,0,28,17,12,25,43,14,13,52,5
286,26,11.0,52,4,4,0,23,12,12,17,22,13,8,28,3
152,9,16.88888888888889,21,1,1,0,18,7,5,11,12,13,5,18,3
211,15,14.066666666666666,32,0,4,0,23,9,8,11,22,16,3,23,4
378,26,14.538461538461538,74,10,8,0,26,16,15,13,32,22,7,44,4
264,23,11.478260869565217,33,15,3,0,27,10,14,15,26,19,7,46,3
419,23,18.217391304347824,84,7,13,0,23,17,13,20,52,15,8,34,4
344,22,15.636363636363637,67,8,12,0,33,16,18,18,32,20,7,21,4
253,17,14.882352941176471,44,8,4,0,27,5,16,14,21,13,11,32,3
515,29,17.75862068965517,85,2,4,0,38,21,30,39,45,34,11,49,4
238,16,14.875,37,21,2,1,30,14,4,15,24,13,2,45,3
634,47,13.48936170212766,101,43,14,0,51,33,23,22,53,23,17,114,5
407,30,13.566666666666666,70,18,9,0,55,12,4,18,55,19,9,35,4
297,18,16.5,37,6,6,0,26,11,13,15,32,24,8,39,4
229,21,10.904761904761905,29,6,1,0,27,7,13,20,17,20,5,18,3
331,19,17.42105263157895,36,5,1,0,44,17,23,16,28,29,16,32,4
197,11,17.90909090909091,32,1,2,0,19,8,9,12,21,9,1,33,3
272,22,12.363636363636363,59,2,7,0,14,15,11,16,33,23,4,9,4
515,42,12.261904761904763,64,25,13,0,54,15,22,29,37,28,16,91,4
318,19,16.736842105263158,57,25,7,0,33,17,9,11,29,12,3,72,3
432,34,12.705882352941176,89,16,6,0,40,12,16,19,41,20,8,43,4
333,23,14.478260869565217,49,3,2,0,33,13,30,17,29,26,16,21,3
209,6,34.833333333333336,35,11,3,0,24,7,7,13,22,20,2,28,3
278,19,14.631578947368421,30,3,9,0,41,15,21,22,25,28,2,22,3
186,12,15.5,33,4,4,0,6,14,9,11,7,15,9,22,3
355,27,13.148148148148149,61,16,5,0,42,15,11,19,30,19,8,61,4
77,7,11.0,13,1,3,0,5,5,10,1,5,10,2,2,2
274,21,13.047619047619047,40,3,4,0,28,12,18,23,28,20,1,33,4
184,13,14.153846153846153,35,3,1,0,23,11,4,15,11,9,3,21,3
362,22,16.454545454545453,58,28,13,0,30,10,7,18,35,10,11,55,4
423,30,14.1,84,18,6,0,41,13,12,18,45,18,10,57,4
317,21,15.095238095238095,74,18,9,0,25,6,5,13,36,8,5,48,3
353,23,15.347826086956522,39,4,9,0,28,16,42,27,21,17,6,29,3
298,23,12.956521739130435,61,28,9,0,29,8,10,9,28,12,6,58,4
398,27,14.74074074074074,73,7,5,0,44,22,9,20,41,18,1,38,4
109,7,15.571428571428571,17,2,1,0,5,3,11,11,8,5,1,22,2
354,26,13.615384615384615,57,3,10,0,34,10,15,19,36,16,3,57,4
423,30,14.1,76,10,15,0,34,11,17,25,33,20,8,40,5
411,25,16.44,61,41,11,0,35,19,18,15,39,25,3,86,4
164,14,11.714285714285714,16,1,3,0,34,8,7,7,16,15,0,16,3
309,43,7.186046511627907,28,15,10,0,18,11,33,16,30,24,3,36,3
127,4,31.75,25,8,1,0,13,4,3,6,10,8,4,28,3
348,25,13.92,72,27,4,0,21,11,21,13,22,23,5,64,3
529,29,18.24137931034483,96,40,9,0,56,21,12,14,56,19,14,86,5
407,33,12.333333333333334,64,18,8,0,29,14,14,18,47,23,5,59,4
96,3,32.0,11,2,4,0,7,6,8,5,6,7,1,16,2
144,9,16.0,31,1,6,0,8,5,15,4,10,7,2,18,2
257,16,16.0625,45,12,5,0,22,9,6,12,26,12,3,38,4
269,24,11.208333333333334,39,6,5,0,29,6,8,14,23,13,5,25,4
364,37,9.837837837837839,49,23,6,1,54,10,13,28,31,35,4,33,4
164,10,16.4,35,1,3,0,22,10,12,12,10,14,2,3,4
121,11,11.0,12,0,1,0,11,5,10,10,11,14,0,17,3
832,82,10.146341463414634,122,19,37,0,71,18,47,54,63,35,29,68,6
267,22,12.136363636363637,46,1,2,0,15,8,26,26,11,14,3,10,4
654,42,15.571428571428571,89,32,10,0,50,28,28,44,70,29,10,95,5
336,21,16.0,58,14,7,0,28,18,16,19,35,20,4,39,4
201,11,18.272727272727273,23,0,3,0,19,12,9,24,14,13,2,7,2
546,32,17.0625,97,33,12,0,39,19,27,31,46,22,11,78,4
256,12,21.333333333333332,39,8,3,1,31,9,9,14,39,23,7,28,3
216,19,11.368421052631579,39,4,8,0,16,8,17,11,16,17,0,12,3
528,27,19.555555555555557,79,10,13,0,24,16,51,35,29,34,21,51,3
484,35,13.82857142857143,91,6,7,0,64,11,2,13,47,17,20,54,4
252,20,12.6,41,3,8,0,30,15,5,12,27,13,3,19,4
317,20,15.85,73,17,4,0,25,13,8,8,29,11,5,49,4
259,14,18.5,38,3,7,0,30,12,7,9,26,10,8,34,4
402,30,13.4,58,18,8,0,34,20,19,28,36,21,9,48,4
119,9,13.222222222222221,23,5,4,0,4,5,10,6,7,8,7,16,2
453,32,14.15625,67,8,8,0,46,12,19,26,41,28,12,59,4
201,16,12.5625,40,6,3,0,23,3,4,9,17,11,1,30,3
199,18,11.055555555555555,30,15,4,0,15,3,11,14,19,17,1,35,3
200,14,14.285714285714286,28,3,4,0,28,6,6,16,21,15,6,10,3
81,5,16.2,17,1,1,0,3,4,5,8,3,2,3,4,2
169,10,16.9,15,1,12,0,30,8,10,4,15,12,6,19,3
224,15,14.933333333333334,37,2,3,0,32,7,9,14,21,19,7,17,3
297,24,12.375,57,28,2,0,24,16,9,19,27,12,2,32,3
103,7,14.714285714285714,14,7,0,0,13,8,4,2,9,10,0,18,2
442,39,11.333333333333334,78,6,8,0,47,29,14,23,26,20,8,46,4
226,11,20.545454545454547,32,12,6,0,15,8,14,6,21,15,7,44,3
196,3,65.33333333333333,31,7,6,0,21,14,12,6,9,18,4,26,3
336,27,12.444444444444445,47,8,5,0,40,16,16,16,24,28,6,45,4
131,7,18.714285714285715,24,0,3,0,5,6,12,7,14,9,5,14,2
364,31,11.741935483870968,46,6,9,0,41,15,14,27,24,19,14,29,4
176,8,22.0,21,1,2,0,24,6,7,15,24,17,3,22,2
306,25,12.24,59,7,6,0,28,14,11,18,21,16,5,33,4
295,20,14.75,45,2,5,0,25,14,20,24,23,27,5,28,3
529,36,14.694444444444445,98,26,8,0,42,18,16,25,48,18,13,87,5
251,21,11.952380952380953,44,21,4,0,17,6,7,17,21,11,3,46,4
381,22,17.318181818181817,74,9,10,0,35,13,19,8,29,24,1,57,4
160,4,40.0,37,2,0,0,19,4,5,11,16,14,5,20,1
702,43,16.325581395348838,101,29,9,0,95,28,30,46,74,42,11,50,4
168,12,14.0,25,1,2,0,5,7,22,13,8,14,6,16,3
325,17,19.11764705882353,55,1,10,0,24,17,29,21,23,26,12,7,3
346,26,13.307692307692308,56,10,5,0,29,13,21,12,29,23,3,45,4
158,6,26.333333333333332,37,17,4,0,3,6,7,6,16,12,1,38,2
325,26,12.5,53,11,2,1,34,15,18,13,22,13,17,53,3
326,28,11.642857142857142,57,1,9,0,22,12,28,20,29,20,4,22,3
491,34,14.441176470588236,96,22,10,0,47,20,21,14,45,18,10,89,4
281,30,9.366666666666667,54,10,5,0,30,9,2,19,33,15,4,18,4
293,20,14.65,36,0,1,0,49,8,23,18,19,26,9,12,3
135,3,45.0,33,4,4,0,5,5,4,8,15,8,4,12,2
420,27,15.555555555555555,51,9,8,0,60,22,19,23,32,28,19,38,4
272,8,34.0,50,9,2,1,26,21,11,25,23,22,2,31,3
376,24,15.666666666666666,52,36,4,0,52,9,6,17,48,17,3,62,4
240,9,26.666666666666668,37,1,8,0,26,10,18,26,17,10,9,13,3
168,16,10.5,17,1,2,0,20,6,9,9,12,12,1,16,3
320,23,13.91304347826087,38,3,6,0,38,16,16,15,36,16,9,44,3
293,21,13.952380952380953,47,0,7,0,26,23,22,19,19,16,4,20,4
404,20,20.2,72,2,3,0,48,10,19,20,37,16,21,55,4
192,13,14.76923076923077,21,10,2,0,25,4,15,11,18,14,3,26,3
231,17,13.588235294117647,34,7,2,0,21,9,20,12,22,20,7,14,3
311,23,13.521739130434783,55,2,4,0,20,6,10,28,37,13,8,35,4
221,21,10.523809523809524,30,3,8,0,40,5,7,8,19,18,10,14,4
319,19,16.789473684210527,44,19,3,0,34,14,13,24,27,18,13,61,4
231,16,14.4375,35,3,2,0,36,16,11,10,28,18,7,11,4
266,15,17.733333333333334,51,10,2,0,29,19,11,12,32,13,9,16,3
295,26,11.346153846153847,45,20,8,0,32,8,11,20,24,13,2,53,3
369,23,16.043478260869566,76,11,8,0,26,14,12,16,32,16,6,50,4
184,12,15.333333333333334,28,4,6,0,25,6,5,6,16,13,6,27,3
385,30,12.833333333333334,51,20,4,0,43,11,28,15,31,21,5,47,4
46,3,15.333333333333334,7,1,0,0,4,1,2,4,3,5,0,9,2
251,21,11.952380952380953,24,6,0,0,34,11,19,12,24,28,9,20,3
313,19,16.473684210526315,42,13,2,0,20,16,17,16,30,24,5,63,3
299,24,12.458333333333334,61,8,6,0,28,9,11,11,28,8,3,19,4
232,19,12.210526315789474,22,10,3,0,35,12,15,9,28,14,3,27,3
289,16,18.0625,41,5,2,0,21,11,19,16,28,16,9,33,4
449,34,13.205882352941176,66,11,7,1,56,19,14,18,44,20,10,45,4
183,17,10.764705882352942,24,10,5,0,21,9,4,11,21,10,6,21,3
138,10,13.8,19,0,3,0,17,10,8,16,15,2,0,3,3
484,25,19.36,70,3,4,0,57,16,28,34,33,29,21,36,4
323,23,14.043478260869565,62,10,8,0,31,10,19,17,21,31,4,30,4
265,23,11.521739130434783,32,10,2,1,17,11,21,17,32,24,7,43,3
342,14,24.428571428571427,45,7,2,0,43,11,31,19,26,38,13,39,3
363,36,10.083333333333334,41,8,4,0,33,15,28,25,28,33,5,37,3
275,27,10.185185185185185,39,2,3,0,14,18,16,9,41,25,3,22,4
214,16,13.375,30,5,6,0,12,13,16,19,23,17,6,16,3
561,25,22.44,67,14,6,0,70,23,32,44,44,38,14,53,4
372,24,15.5,61,3,4,0,47,8,17,25,38,22,9,21,3
241,24,10.041666666666666,36,15,0,0,28,18,11,15,21,19,1,30,3
461,38,12.131578947368421,55,5,8,1,80,12,17,31,48,35,7,18,4
284,21,13.523809523809524,46,6,5,0,23,16,13,22,18,15,6,26,4
392,24,16.333333333333332,63,6,6,0,46,20,18,22,48,26,10,35,4
394,36,10.944444444444445,60,2,9,0,50,18,30,14,32,40,8,25,3
272,23,11.826086956521738,34,8,7,0,32,7,16,21,25,17,9,33,4
474,28,16.928571428571427,73,1,9,0,26,18,42,22,51,26,15,55,4
50,4,12.5,6,0,1,0,5,2,5,5,3,7,0,6,2
134,12,11.166666666666666,26,2,0,0,6,1,7,8,16,9,2,7,2
168,14,12.0,21,5,2,0,20,14,8,11,18,14,0,17,3
334,21,15.904761904761905,60,9,5,0,23,18,20,21,26,15,2,35,4
365,15,24.333333333333332,62,2,7,0,44,14,30,11,35,40,9,36,3
153,10,15.3,22,6,1,0,18,8,2,6,15,5,4,23,3
213,17,12.529411764705882,40,3,3,0,10,7,19,11,24,14,6,12,3
242,26,9.307692307692308,25,1,0,0,36,15,13,18,13,20,6,15,3
136,9,15.11111111111111,20,7,2,0,18,4,7,5,8,10,1,27,3
332,28,11.857142857142858,48,18,4,0,44,9,13,18,35,17,3,53,4
112,7,16.0,13,3,1,0,12,9,5,7,9,6,7,16,2
101,8,12.625,16,1,3,0,10,2,11,7,7,6,1,18,2
361,25,14.44,54,18,8,0,30,11,23,29,34,24,3,52,4
177,13,13.615384615384615,39,6,2,0,14,9,11,6,13,12,2,30,3
245,17,14.411764705882353,45,4,8,0,14,5,7,23,22,15,2,21,3
161,8,20.125,20,4,0,0,29,12,7,10,13,17,8,24,3
440,21,20.952380952380953,59,11,9,1,56,24,19,26,31,35,1,41,3
247,14,17.642857142857142,40,8,3,0,27,9,8,14,26,21,2,32,4
198,16,12.375,17,23,7,0,11,5,29,10,21,16,2,43,2
266,23,11.565217391304348,42,3,1,1,21,7,15,19,19,17,11,24,3
477,34,14.029411764705882,70,3,8,0,39,24,23,24,45,32,12,49,4
309,29,10.655172413793103,30,2,1,0,44,17,22,22,35,24,6,18,3
176,12,14.666666666666666,30,30,4,0,18,3,3,8,13,4,0,51,3
403,42,9.595238095238095,63,18,14,0,43,16,15,18,40,10,4,36,4
168,15,11.2,24,0,1,0,17,5,19,8,11,15,7,6,3
204,17,12.0,23,1,3,0,26,11,15,17,21,13,3,18,3
130,12,10.833333333333334,13,1,1,0,13,5,13,10,4,6,3,22,2
252,6,42.0,34,5,9,0,23,14,14,18,29,23,11,36,3
464,36,12.88888888888889,80,40,11,0,30,15,15,35,37,12,5,70,5
252,16,15.75,43,8,4,0,24,13,16,12,16,14,3,20,3
138,14,9.857142857142858,31,3,3,0,14,9,4,4,19,9,2,18,2
188,11,17.09090909090909,38,7,6,0,12,10,2,9,18,4,7,23,3
177,7,25.285714285714285,18,14,1,0,18,11,13,9,24,11,0,38,3
280,22,12.727272727272727,44,34,5,0,13,10,17,17,34,11,8,57,4
29,5,5.8,6,0,0,0,4,1,0,4,1,1,0,4,1
451,34,13.264705882352942,68,24,16,0,41,18,19,22,52,24,4,69,4
382,21,18.19047619047619,56,4,4,0,19,15,28,30,23,16,0,49,4
190,10,19.0,20,5,2,0,22,13,10,11,10,13,4,30,3
138,11,12.545454545454545,25,1,3,0,10,5,8,3,13,9,6,19,3
231,18,12.833333333333334,35,3,4,0,33,19,7,14,24,13,7,19,3
257,21,12.238095238095237,45,16,12,0,19,8,12,11,20,11,6,36,3
388,28,13.857142857142858,72,8,11,1,45,17,8,21,36,18,21,28,4
529,38,13.921052631578947,109,27,16,0,38,13,9,21,39,17,7,94,5
300,26,11.538461538461538,48,1,7,0,41,15,7,20,21,15,8,20,4
50,1,50.0,6,0,0,0,6,1,5,8,6,7,0,6,2
255,22,11.590909090909092,42,6,8,0,25,9,8,15,23,12,10,27,3
499,32,15.59375,103,9,9,0,61,16,3,18,54,14,7,45,6
85,10,8.5,15,3,3,0,8,1,6,3,6,11,2,6,2
146,6,24.333333333333332,21,0,2,0,11,2,15,6,12,15,5,14,3
313,19,16.473684210526315,41,10,7,0,32,16,18,19,20,24,5,21,4
317,26,12.192307692307692,34,27,1,0,33,13,18,22,22,19,5,48,3
147,4,36.75,27,1,5,0,12,4,3,9,17,4,5,14,3
409,42,9.738095238095237,74,5,16,0,26,11,18,17,32,22,13,71,4
101,9,11.222222222222221,18,3,3,0,8,7,7,5,7,8,0,18,2
303,17,17.823529411764707,42,1,1,0,36,12,28,10,32,17,16,31,3
144,9,16.0,29,3,5,0,17,5,9,8,16,8,3,11,2
420,28,15.0,85,16,8,0,44,13,21,20,20,23,10,58,4
294,23,12.782608695652174,53,15,8,0,13,8,15,9,37,12,11,46,4
368,24,15.333333333333334,54,4,6,0,47,14,20,18,27,18,8,31,4
178,10,17.8,32,4,6,0,23,8,7,7,19,20,5,5,3
147,3,49.0,41,0,5,0,10,4,19,6,16,16,1,26,1
435,32,13.59375,80,11,10,0,17,19,26,38,47,26,5,31,4
417,40,10.425,45,9,6,0,47,18,24,30,43,21,15,33,4
211,17,12.411764705882353,27,10,4,0,30,6,15,10,18,12,7,11,4
216,10,21.6,44,1,3,0,12,8,17,13,26,9,5,19,4
35,2,17.5,12,0,0,0,0,3,2,5,4,0,0,2,1
346,19,18.210526315789473,66,14,5,0,37,16,16,16,25,19,6,43,4
